Sample1.csv,AK,1,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,4,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,7,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,10,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,13,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,16,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,19,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,22,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,25,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,28,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,31,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,34,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,37,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,40,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,43,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,46,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,49,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,52,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,55,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,58,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,61,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,64,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,67,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,70,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,73,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,76,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,79,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,82,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,85,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,88,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,91,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,94,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,97,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,100,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,103,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,106,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,109,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,112,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,115,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,118,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,121,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,124,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,127,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,130,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,133,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,136,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,139,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,142,1.0,1.0,1.0,1.0,1.0
Sample1.csv,AK,145,1.0,1.0,1.0,1.0,1.0
